"WAP1","WAP2","WAP3","WAP4","WAP5","WAP6","WAP7","WAP8","WAP9","WAP10","WAP11","WAP12","WAP13","WAP14","WAP15","WAP16","WAP17","WAP18","WAP19","WAP20","WAP21","WAP22","WAP23","WAP24","WAP25","WAP26","WAP27","WAP28","WAP29","WAP30","WAP31","WAP32","WAP33","WAP34","WAP35","WAP36","WAP37","WAP38","WAP39","WAP40","WAP41","WAP42","WAP43","WAP44","WAP45","WAP46","WAP47","WAP48","WAP49","WAP50","WAP51","WAP52","WAP53","WAP54","WAP55","WAP56","WAP57","WAP58","WAP59","WAP60","WAP61","WAP62","WAP63","WAP64","WAP65","WAP66","WAP67","WAP68","WAP69","WAP70","WAP71","WAP72","WAP73","WAP74","WAP75","WAP76","WAP77","WAP78","WAP79","WAP80","WAP81","WAP82","WAP83","WAP84","WAP85","WAP86","WAP87","WAP88","WAP89","WAP90","WAP91","WAP92","WAP93","WAP94","WAP95","WAP96","WAP97","WAP98","WAP99","WAP100","WAP101","WAP102","WAP103","WAP104","WAP105","WAP106","WAP107","WAP108","WAP109","WAP110","WAP111","WAP112","WAP113","WAP114","WAP115","WAP116","WAP117","WAP118","WAP119","WAP120","WAP121","WAP122","WAP123","WAP124","WAP125","WAP126","WAP127","WAP128","WAP129","WAP130","WAP131","WAP132","WAP133","WAP134","WAP135","WAP136","WAP137","WAP138","WAP139","WAP140","WAP141","WAP142","WAP143","WAP144","WAP145","WAP146","WAP147","WAP148","WAP149","WAP150","WAP151","WAP152","WAP153","WAP154","WAP155","WAP156","WAP157","WAP158","WAP159","WAP160","WAP161","WAP162","WAP163","WAP164","WAP165","WAP166","WAP167","WAP168","LONGITUDE","LATITUDE","FLOOR","BUILDINGID","SPACEID","RELATIVEPOSITION","USERID","PHONEID","TIMESTAMP"
100,100,100,100,100,100,-74,100,100,100,100,100,100,100,-70,100,100,100,100,100,-74,-73,100,100,100,100,-77,-78,100,100,100,100,100,100,100,100,-74,-71,100,100,100,100,-54,-52,-56,100,-58,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-75,-74,-81,-81,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-69,-69,-86,-87,100,100,-79,-81,100,-86,100,-88,100,100,100,100,100,100,-80,-80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-58,-57,-74,-74,-81,-79,100,100,100,100,100,100,100,100,100,100,100,100,100,-78,-78,100,100,-73,100,100,100,100,100,100,100,100,100,100,100,1.4,18.14,0,0,23,0,8,0,1475597663
100,100,100,100,100,100,-74,100,100,100,100,100,100,100,-70,100,100,100,100,100,-74,-73,100,100,100,100,-77,-78,100,100,100,100,100,100,100,100,-74,-71,100,100,100,100,-54,-52,-56,100,-58,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-75,-74,-81,-81,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-69,-69,-86,-87,100,100,-79,-81,100,-86,100,-88,100,100,100,100,100,100,-80,-80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-58,-57,-74,-74,-81,-79,100,100,100,100,100,100,100,100,100,100,100,100,100,-78,-78,100,100,-73,100,100,100,100,100,100,100,100,100,100,100,1.4,18.14,0,0,23,0,8,0,1475597664
100,100,100,-79,100,100,-75,100,100,100,100,100,100,100,-73,100,100,100,100,100,-74,-73,100,100,100,100,-77,-78,100,100,100,100,-82,100,100,100,-77,-71,100,100,100,100,-54,-52,-53,100,-53,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-74,-74,-87,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-63,-65,-75,-76,100,100,-74,-71,100,-85,100,-85,100,100,100,100,100,100,-78,-78,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-67,-65,-83,-82,-84,-83,100,100,100,100,100,100,100,100,100,100,100,100,100,-78,-75,100,-87,-73,100,100,100,100,100,100,100,100,100,100,100,1.4,21.42,0,0,27,0,8,0,1475597684
100,100,100,-79,100,100,-75,100,100,100,100,100,100,100,-73,100,100,100,100,100,-74,-73,100,100,100,100,-77,-78,100,100,100,100,-82,100,100,100,-77,-71,100,100,100,100,-54,-52,-53,100,-53,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-74,-74,-87,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-63,-65,-75,-76,100,100,-74,-71,100,-85,100,-85,100,100,100,100,100,100,-78,-78,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-67,-65,-83,-82,-84,-83,100,100,100,100,100,100,100,100,100,100,100,100,100,-78,-75,100,-87,-73,100,100,100,100,100,100,100,100,100,100,100,1.4,21.42,0,0,27,0,8,0,1475597684
100,100,100,-79,100,100,-75,100,100,100,100,100,100,100,-75,100,100,100,100,100,-78,-77,100,100,100,100,-81,-78,100,100,100,100,-82,-81,100,100,-77,-71,100,100,100,100,-54,-52,-50,100,-51,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-78,-79,-87,-86,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-59,-61,-75,-76,100,100,-74,-71,100,-81,100,-80,100,100,100,100,100,100,-80,-81,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-68,-66,-84,-84,-84,-83,100,100,100,100,100,100,100,100,100,100,100,100,100,-77,-75,100,-87,-85,100,100,100,100,100,100,100,100,100,100,100,1.4,21.42,0,0,27,0,8,0,1475597691
100,100,100,-79,100,100,-75,100,100,100,100,100,100,100,-75,100,100,100,100,100,-78,-77,100,100,100,100,-81,-78,100,100,100,100,-82,-81,100,100,-77,-71,100,100,100,100,-54,-52,-50,100,-51,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-78,-79,-87,-86,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-59,-61,-75,-76,100,100,-74,-71,100,-81,100,-80,100,100,100,100,100,100,-80,-81,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-68,-66,-84,-84,-84,-83,100,100,100,100,100,100,100,100,100,100,100,100,100,-77,-75,100,-87,-85,100,100,100,100,100,100,100,100,100,100,100,1.4,21.42,0,0,27,0,8,0,1475597692
100,100,100,-78,100,100,-78,100,100,100,100,100,100,100,-67,100,100,100,100,100,-80,-78,100,100,100,100,-81,100,100,100,100,100,-76,-77,-87,-85,-77,-71,100,100,100,100,-52,-52,-50,100,-49,100,-82,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-82,-79,-90,-83,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-61,-63,-75,-75,100,100,-69,-68,100,-83,100,-85,100,100,100,100,100,100,-80,-81,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-67,-66,-84,-84,-84,-83,100,100,100,100,100,100,100,100,100,100,100,100,100,-78,-80,100,-87,-85,100,100,100,100,100,100,100,100,100,100,100,2.39,23.42,0,0,30,0,8,0,1475597706
100,100,100,-78,100,100,-78,100,100,100,100,100,100,100,-67,100,100,100,100,100,-80,-78,100,100,100,100,-81,100,100,100,100,100,-76,-77,-87,-85,-77,100,100,100,100,100,-52,-52,-50,100,-49,100,-82,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-82,-79,-90,-83,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-61,-63,-75,-75,100,100,-69,-68,100,-83,100,-85,100,100,100,100,100,100,-80,-81,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-67,-66,-84,-84,-84,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-78,-80,100,100,-85,100,100,100,100,100,100,100,100,100,100,100,2.39,23.42,0,0,30,0,8,0,1475597706
100,100,100,-78,100,100,-78,100,100,100,100,100,100,100,-67,100,100,100,100,100,-80,-78,100,100,100,100,-81,100,100,100,100,100,-76,-77,-87,-85,-77,100,100,100,100,100,-52,-52,-50,100,-49,100,-82,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-82,-79,-90,-83,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-61,-63,-75,-75,100,100,-69,-68,100,-83,100,-85,100,100,100,100,100,100,-80,-81,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-67,-66,-84,-84,-84,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-78,-80,100,100,-85,100,100,100,100,100,100,100,100,100,100,100,2.39,23.42,0,0,30,0,8,0,1475597706
100,100,100,-82,100,100,-78,100,100,100,100,100,100,100,-68,100,100,100,100,100,-80,-78,100,100,100,100,-81,100,100,100,100,100,-75,-77,-86,-85,-77,100,100,100,100,100,-52,-49,-50,100,-50,100,-82,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-85,-82,-88,-89,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-61,-63,-76,-76,100,100,-68,-65,100,-78,100,-81,100,100,100,100,100,100,-80,-81,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-75,-74,-88,-88,-84,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-81,-79,100,100,-85,100,100,100,100,100,100,100,100,100,100,100,2.39,23.42,0,0,30,0,8,0,1475597713
100,-71,100,-78,100,100,-78,100,100,100,100,100,100,100,-68,100,100,100,100,100,-80,-78,100,100,100,100,100,100,100,100,100,100,-75,-75,-86,-85,-77,100,100,100,100,100,-56,-53,-63,100,-61,100,-82,-77,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-85,-82,-89,-91,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-80,100,100,100,100,100,100,100,-65,-66,-80,-81,100,100,-68,-76,100,-85,100,-85,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-75,-74,-88,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-76,-79,100,100,100,100,100,100,100,100,100,100,100,100,100,100,2.39,25.42,0,0,32,0,8,0,1475597726
100,-71,100,-78,100,100,100,100,100,100,100,100,100,100,-68,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-75,-75,-86,-85,100,100,100,100,100,100,-56,-53,-63,100,-61,100,-82,-77,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-85,-82,-89,-91,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-80,100,100,100,100,100,100,100,-65,-66,-80,-81,100,100,-68,-76,100,-85,100,-85,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-75,-74,-88,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-76,-79,100,100,100,100,100,100,100,100,100,100,100,100,100,100,2.39,25.42,0,0,32,0,8,0,1475597726
100,-71,100,-78,100,100,100,100,100,100,100,100,100,100,-64,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-74,-75,-86,-87,100,100,100,100,100,100,-60,-61,-63,100,-62,100,-82,-77,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-85,-82,-89,-91,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-80,100,100,100,100,100,100,100,-65,-66,-80,-80,100,100,-68,-76,100,-85,100,-84,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-76,-74,-88,-88,100,100,100,100,100,100,-86,100,100,100,100,100,100,100,100,-83,-79,100,100,100,100,100,100,100,100,100,100,100,100,100,100,2.39,25.42,0,0,32,0,8,0,1475597733
100,-71,100,-78,100,100,100,100,100,100,100,100,100,100,-64,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-74,-75,-86,-87,100,100,100,100,100,100,-60,-61,-63,100,-62,100,-82,-77,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-85,-82,-89,-91,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-80,100,100,100,100,100,100,100,-65,-66,-80,-80,100,100,-68,-76,100,-85,100,-84,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-76,-74,-88,-88,100,100,100,100,100,100,-86,100,100,100,100,100,100,100,100,-83,-79,100,100,100,100,100,100,100,100,100,100,100,100,100,100,2.39,25.42,0,0,32,0,8,0,1475597734
100,-71,100,-79,100,-89,100,100,100,100,100,100,100,100,-65,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-72,-73,-86,-87,100,100,100,100,100,100,-54,-53,-55,100,-57,100,100,-77,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-85,-82,-89,-91,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-80,100,100,100,100,100,100,100,-65,-68,-82,-85,100,-86,-69,-70,100,-81,100,-81,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-76,-74,-88,-88,100,100,100,100,100,100,-86,100,100,100,100,100,100,100,100,-69,-58,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1.4,23.42,0,0,29,0,8,0,1475597754
100,100,100,-79,100,-89,100,100,100,100,100,100,100,100,-65,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-72,-73,-86,-87,100,100,100,100,100,100,-54,-53,-55,100,-57,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-65,-68,-82,-85,100,-86,-69,-70,100,-81,100,-81,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-76,-74,100,100,100,100,100,100,100,100,-86,100,100,100,100,100,100,100,100,-69,-58,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1.4,23.42,0,0,29,0,8,0,1475597754
100,-75,-83,-80,100,-89,100,100,100,100,100,100,100,100,-61,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-75,-73,-86,-87,100,100,100,100,100,100,-54,-52,-54,100,-53,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-65,-65,-82,-85,-85,-86,-69,-68,100,-84,100,-84,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-76,-78,100,100,100,100,100,100,100,100,-86,100,100,100,100,100,100,100,100,-69,-69,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1.4,23.42,0,0,29,0,8,0,1475597761
100,-75,-83,-80,100,-89,100,100,100,100,100,100,100,100,-61,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-75,-73,-86,-87,100,100,100,100,100,100,-54,-52,-54,100,-53,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-65,-65,-82,-85,-85,-86,-69,-68,100,-84,100,-84,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-76,-78,100,100,100,100,100,100,100,100,-86,100,100,100,100,100,100,100,100,-69,-69,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1.4,23.42,0,0,29,0,8,0,1475597762
100,-75,-83,-77,100,-89,-82,100,100,100,100,100,100,100,-68,100,100,100,100,100,-79,-79,100,100,100,100,100,100,100,100,100,100,-71,-70,-85,-87,100,100,100,100,100,100,-54,-53,-63,100,-63,100,-81,-79,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-66,-69,-78,-79,-85,-86,-75,-75,100,-82,100,-85,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-78,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-68,-66,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1.4,27.42,0,0,35,0,8,0,1475597778
100,-75,-83,-77,100,100,-82,100,100,100,100,100,100,100,-68,100,100,100,100,100,-79,-79,100,100,100,100,100,100,100,100,100,100,-71,-70,-85,-87,100,100,100,100,100,100,-54,-53,-63,100,-63,100,-81,-79,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-66,-69,-78,-79,-85,100,-75,-75,100,-82,100,-85,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-78,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-68,-66,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1.4,27.42,0,0,35,0,8,0,1475597778
100,-72,-83,-79,100,100,-82,100,100,100,100,100,100,100,-69,100,100,100,100,100,-79,-78,100,100,100,100,100,100,100,100,100,100,-71,-69,-87,-87,100,100,100,100,100,-86,-54,-53,-62,100,-63,100,-77,-78,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-82,-81,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-69,-68,-76,-75,-85,-85,-75,-74,100,-83,100,-83,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-78,-78,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-65,-68,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1.4,27.42,0,0,35,0,8,0,1475597785
100,-72,-83,-79,100,100,-82,100,100,100,100,100,100,100,-69,100,100,100,100,100,-79,-78,100,100,100,100,100,100,100,100,100,100,-71,-69,-87,-87,100,100,100,100,100,-86,-54,-53,-62,100,-63,100,-77,-78,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-82,-81,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-69,-68,-76,-75,-85,-85,-75,-74,100,-83,100,-83,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-78,-78,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-65,-68,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1.4,27.42,0,0,35,0,8,0,1475597786
100,-72,100,-78,100,100,-80,100,100,100,100,100,100,100,-74,100,100,100,100,100,-80,-79,100,100,100,100,100,100,100,100,100,100,-74,-72,-86,-87,100,100,100,100,100,-86,-57,-53,-70,100,-68,100,-77,-78,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-82,-81,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-69,-70,-85,-87,-86,-85,-76,-76,100,-81,100,-81,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-78,-77,100,100,-87,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-58,-67,100,100,100,100,100,100,100,100,100,100,100,100,100,100,4.39,27.42,0,0,38,0,8,0,1475597800
100,-72,100,-78,100,100,-80,100,100,100,100,100,100,100,-74,100,100,100,100,100,-80,-79,100,100,100,100,100,100,100,100,100,100,-74,-72,-86,-87,100,100,100,100,100,-86,-57,-53,-70,100,-68,100,-77,-78,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-82,-81,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-69,-70,-85,-87,-86,-85,-76,-76,100,-81,100,-81,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-78,-77,100,100,-87,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-58,-67,100,100,100,100,100,100,100,100,100,100,100,100,100,100,4.39,27.42,0,0,38,0,8,0,1475597801
100,-72,100,-80,100,100,-80,100,100,100,100,100,100,100,-70,100,100,100,100,100,-80,-79,100,100,100,100,100,100,100,100,100,100,-74,-72,-86,-86,100,100,100,100,100,-86,-56,-54,-70,100,-72,100,-77,-79,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-82,-81,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-71,-74,-83,-83,-82,-85,-76,-76,100,-79,100,-78,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-78,-77,100,100,-87,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-59,-59,100,100,100,100,-79,100,100,100,100,100,100,100,100,100,4.39,27.42,0,0,38,0,8,0,1475597807
100,-72,100,-80,100,100,-80,100,100,100,100,100,100,100,-70,100,100,100,100,100,-80,-79,100,100,100,100,100,100,100,100,100,100,-74,-72,-86,-86,100,100,100,100,100,-86,-56,-54,-70,100,-72,100,-77,-79,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-82,-81,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-71,-74,-83,-83,-82,-85,-76,-76,100,-79,100,-78,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-78,-77,100,100,-87,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-59,-59,100,100,100,100,-79,100,100,100,100,100,100,100,100,100,4.39,27.42,0,0,38,0,8,0,1475597809
100,100,-83,-76,100,100,-80,100,100,100,100,100,100,100,-67,100,100,100,100,100,-82,-84,100,100,100,100,100,100,100,100,100,100,-74,-72,-84,-85,100,100,100,100,100,100,-57,-56,-66,100,-70,100,100,-80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-90,-90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-68,-70,-86,-86,-82,100,-74,-72,100,-82,100,-81,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-78,-77,100,100,-87,100,100,100,100,100,100,100,100,100,100,-87,100,100,100,-57,-72,100,-81,100,100,-79,100,100,100,100,100,100,100,100,100,2.39,30.42,0,0,40,0,8,0,1475597823
100,100,-83,-76,100,100,100,100,100,100,100,100,100,100,-67,100,100,100,100,100,-82,-84,100,100,100,100,100,100,100,100,100,100,-74,-72,-84,-85,100,100,100,100,100,100,-57,-56,-66,100,-70,100,100,-80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-90,-90,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-68,-70,-86,-86,-82,100,-74,-72,100,-82,100,-81,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-78,-77,100,100,100,100,100,100,100,100,100,100,100,100,100,-87,100,100,100,-57,-72,100,-81,100,100,-79,100,100,100,100,100,100,100,100,100,2.39,30.42,0,0,40,0,8,0,1475597823
100,100,-83,-76,100,100,100,100,100,100,100,100,100,100,-67,100,100,100,100,100,-82,-84,100,100,100,100,100,100,100,100,100,100,-74,-72,-84,-85,-81,-84,100,100,100,100,-55,-53,-69,100,-68,100,-81,-80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-90,-90,100,100,100,100,100,100,100,100,100,-85,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-67,-68,-87,-86,-82,100,-74,-72,100,-82,100,-81,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-78,-77,100,100,100,100,100,100,100,100,100,100,100,100,100,-87,100,100,100,-57,-69,100,-82,100,100,-79,100,100,100,100,100,100,100,100,100,2.39,30.42,0,0,40,0,8,0,1475597830
100,100,-83,-76,100,100,100,100,100,100,100,100,100,100,-67,100,100,100,100,100,-82,-84,100,100,100,100,100,100,100,100,100,100,-74,-72,-84,-85,-81,-84,100,100,100,100,-55,-53,-69,100,-68,100,-81,-80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-90,-90,100,100,100,100,100,100,100,100,100,-85,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-67,-68,-87,-86,-82,100,-74,-72,100,-82,100,-81,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-78,-77,100,100,100,100,100,100,100,100,100,100,100,100,100,-87,100,100,100,-57,-69,100,-82,100,100,-79,100,100,100,100,100,100,100,100,100,2.39,30.42,0,0,40,0,8,0,1475597831
100,100,-83,-78,100,100,100,100,100,100,100,100,100,100,-67,100,100,100,100,100,-82,-84,100,100,100,100,100,100,100,100,100,100,-79,-72,-91,-89,-76,-76,100,100,100,100,-53,-51,-63,100,-68,100,-81,-79,100,-89,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-81,100,-87,-90,100,100,100,100,100,100,100,100,100,-85,-86,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-62,-63,-79,-80,-87,-87,-72,-72,100,-84,100,-84,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-75,-76,100,100,100,100,100,100,100,100,100,100,100,100,100,-87,100,100,100,-50,-69,100,-82,100,100,100,100,100,100,100,100,100,100,100,100,2.39,27.42,0,0,36,0,8,0,1475597848
100,100,100,-78,100,100,100,100,100,100,100,100,100,100,-67,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-79,100,-91,-89,-76,-76,100,100,100,100,-53,-51,-63,100,-68,100,-81,-79,100,-89,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-81,100,-87,100,100,100,100,100,100,100,100,100,100,-85,-86,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-62,-63,-79,-80,-87,-87,-72,-72,100,-84,100,-84,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-75,-76,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-50,-69,100,-82,100,100,100,100,100,100,100,100,100,100,100,100,2.39,27.42,0,0,36,0,8,0,1475597848
100,100,100,-78,100,100,-80,100,100,100,100,100,100,100,-66,100,100,100,100,100,-82,-84,100,100,100,100,100,100,100,100,100,100,-79,100,-85,-87,-75,-73,100,100,100,100,-49,-47,-64,100,-66,100,-81,-83,100,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-81,100,-87,100,100,100,100,100,100,100,100,100,100,-85,-86,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-60,-61,-81,-83,-87,-87,-74,-73,100,-84,100,-86,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-75,-76,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-50,-63,100,-82,-88,100,100,100,100,100,100,100,100,100,100,100,2.39,27.42,0,0,36,0,8,0,1475597855
